id,committees,congress,bill_type,bill_number,bill_version,title,text_length,policy_area,legislative_subjects
118hr4316rh,['Committee on House Administration'],118.0,House Joint Resolution,4316.0,Reported in (House),"To amend the National Voter Registration Act of 1993 to permit a State to include as part of the mail voter registration form a requirement that applicants provide proof of citizenship, and for other purposes.",956.0,Government Operations and Politics,"['Citizenship and naturalization', 'Elections, voting, political campaign regulation', 'Immigration status and procedures', 'Licensing and registrations', 'State and local government operations', 'Voting rights']"
118hr102ih,"['Science, Space, and Technology Committee']",118.0,House Joint Resolution,102.0,Introduced (House),"To allow the Administrator of the National Aeronautics and Space Administration to establish a research center for deep space and interplanetary research, and for other purposes.",1761.0,"Science, Technology, Communications","['Higher education', 'Public-private cooperation', 'Research administration and funding', 'Space flight and exploration']"
118hr4582ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,4582.0,Introduced (House),"To amend the Public Health Service Act to authorize the use of Preventive Health and Health Services Block Grants to purchase life-saving opioid antagonists for schools and to provide related training and education to students and teachers, and for other purposes.",940.0,Health,"['Drug therapy', 'Drug trafficking and controlled substances', 'Drug, alcohol, tobacco use', 'Education programs funding', 'Elementary and secondary education', 'Health programs administration and funding', 'Health promotion and preventive care']"
118hr926ih,['Judiciary Committee'],118.0,House Joint Resolution,926.0,Introduced (House),"To amend title 28, United States Code, to provide for a code of conduct for justices of the Supreme Court of the United States, and for other purposes.",24634.0,Law,"['Congressional oversight', 'Employee performance', 'Government ethics and transparency, public corruption', 'Government information and archives', 'Government studies and investigations', 'Judges', 'Supreme Court']"
118hr3647ih,['Transportation and Infrastructure Committee'],118.0,House Joint Resolution,3647.0,Introduced (House),"To amend the FAA Reauthorization Act of 2018 to reauthorize aviation workforce development programs, and for other purposes.",423.0,Transportation and Public Works,"['Aviation and airports', 'Education of the disadvantaged', 'Higher education', 'State and local government operations', 'Transportation employees', 'Vocational and technical education']"
118hr3795ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3795.0,Introduced (House),"To amend the Public Health Service Act to require the development of a diagnostic testing preparedness plan to be used during public health emergencies, and for other purposes.",4711.0,Health,"['Chemical and biological weapons', 'Congressional oversight', 'Emergency planning and evacuation', 'Government information and archives', 'Infectious and parasitic diseases', 'Medical tests and diagnostic methods', 'Public-private cooperation']"
118hr1281ih,['Financial Services Committee'],118.0,House Joint Resolution,1281.0,Introduced (House),To provide standards for physical condition and management of housing receiving assistance payments under section 8 of the United States Housing Act of 1937.,3307.0,Housing and Community Development,"['Building construction', 'Civil actions and liability', 'Congressional oversight', 'Housing and community development funding', 'Housing industry and standards', 'Low- and moderate-income housing', 'Public contracts and procurement', 'Public housing']"
118hr1108eh,['Energy and Commerce Committee'],118.0,House Joint Resolution,1108.0,Engrossed (House),To amend the Communications Act of 1934 to extend the authority of the Federal Communications Commission to grant a license or construction permit through a system of competitive bidding.,181.0,"Science, Technology, Communications","['Licensing and registrations', 'Radio spectrum allocation']"
118hr1272ih,['Oversight and Accountability Committee'],118.0,House Joint Resolution,1272.0,Introduced (House),"To designate the facility of the United States Postal Service located at 4400 East Paisano Drive in El Paso, Texas, as the Enedina Sanchez Cordero Post Office Building.",495.0,Government Operations and Politics,"['Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', 'Texas']"
118hr4028ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,4028.0,Introduced (House),To amend titles XVIII and XIX of the Social Security Act to make premium and cost-sharing subsidies available to low-income Medicare part D beneficiaries who reside in Puerto Rico or another territory of the United States.,6005.0,Health,"['Caribbean area', 'Health care coverage and access', 'Medicaid', 'Medicare', 'Prescription drugs', 'Puerto Rico', 'U.S. territories and protectorates']"
118hr2544enr,['Energy and Commerce Committee'],118.0,House Joint Resolution,2544.0,Enrolled,"To improve the Organ Procurement and Transplantation Network, and for other purposes.",3011.0,Health,"['Congressional oversight', 'Government studies and investigations', 'Organ and tissue donation and transplantation']"
118hr4185ih,['Agriculture Committee'],118.0,House Joint Resolution,4185.0,Introduced (House),To amend the Emergency Food Assistance Act of 1983 to provide additional agricultural products for distribution by emergency feeding organizations; and for other purposes.,7516.0,Agriculture and Food,"['Advisory bodies', 'Congressional oversight', 'Food assistance and relief', 'Food supply, safety, and labeling', 'Fruit and vegetables', 'Grain', 'Meat', 'Nutrition and diet', 'Poverty and welfare assistance', 'Public-private cooperation', 'Retail and wholesale trades', 'Seafood', 'Small business', 'State and local government operations']"
118hr6261rfs,"['Environment and Public Works Committee', 'Judiciary Committee', 'Oversight and Accountability Committee', 'Transportation and Infrastructure Committee']",118.0,House Joint Resolution,6261.0,Referred in (Senate),"To direct the Comptroller General to conduct a review on the impact of crime on public building usage, and for other purposes.",1475.0,Government Operations and Politics,"['Commuting', 'Congressional oversight', 'Drug trafficking and controlled substances', 'Government buildings, facilities, and property', 'Government studies and investigations', 'Homelessness and emergency shelter', 'Urban and suburban affairs and development']"
118hr4034ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,4034.0,Introduced (House),"To amend title XVIII of the Social Security Act to provide coverage for wigs as durable medical equipment under the Medicare program, and for other purposes.",492.0,Health,"['Health technology, devices, supplies', 'Medicare']"
118hr3244ih,"['Financial Services Committee', 'Judiciary Committee']",118.0,House Joint Resolution,3244.0,Introduced (House),"To provide authority to the Secretary of the Treasury to take special measures against certain entities outside of the United States of primary money laundering concern in connection with illicit fentanyl and narcotics financing, and for other purposes.",7386.0,Finance and Financial Sector,"['Asia', 'China', 'Civil actions and liability', 'Congressional oversight', 'Currency', 'Drug trafficking and controlled substances', 'Fraud offenses and financial crimes', 'Government studies and investigations', 'International monetary system and foreign exchange', 'Latin America', 'Mexico', 'Organized crime', 'Terrorism']"
118hr260ih,"['Rules Committee', 'Budget Committee']",118.0,House Joint Resolution,260.0,Introduced (House),"To prevent a fiscal crisis by enacting legislation to balance the Federal budget through reductions of discretionary and mandatory spending, and for other purposes.",12392.0,Economics and Public Finance,"['Appropriations', 'Budget deficits and national debt', 'Budget process', 'Congressional oversight', 'Government studies and investigations', 'Legislative rules and procedure']"
118hr4061ih,"['Energy and Commerce Committee', 'Armed Services Committee']",118.0,House Joint Resolution,4061.0,Introduced (House),To require the Secretary of Health and Human Services to establish an exposure registry and conduct epidemiological studies to assess health outcomes associated with the Red Hill Incident.,9551.0,Health,"['Congressional oversight', 'Environmental assessment, monitoring, research', 'Environmental health', 'Government information and archives', 'Government studies and investigations', 'Hawaii', 'Hazardous wastes and toxic substances', 'Health information and medical records', 'Medical research', 'Military facilities and property', 'Oil and gas', 'Public contracts and procurement', 'Public-private cooperation', 'Research administration and funding', 'Water quality']"
118hr356ih,['Natural Resources Committee'],118.0,House Joint Resolution,356.0,Introduced (House),"To require the Secretary of the Interior to conduct a minimum number of oil and gas lease sales in certain areas, to prevent delays in oil and gas leasing, and for other purposes.",2611.0,Energy,"['Administrative law and regulatory procedures', 'Alaska', 'Gulf of Mexico', 'Marine and coastal resources, fisheries', 'Mining', 'Oil and gas', 'Presidents and presidential powers, Vice Presidents']"
118hr4043ih,['Transportation and Infrastructure Committee'],118.0,House Joint Resolution,4043.0,Introduced (House),"To amend the Save Our Seas 2.0 Act to make the District of Columbia eligible for certain wastewater infrastructure grants, and for other purposes.",179.0,Environmental Protection,"['District of Columbia', 'Infrastructure development', 'Solid waste and recycling', 'Water quality', 'Water use and supply']"
118hr4878ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,4878.0,Introduced (House),To amend title XVIII of the Social Security Act to ensure appropriate supervision requirements for outpatient physical therapy and outpatient occupational therapy.,1737.0,Health,"['Government studies and investigations', 'Health care coverage and access', 'Health personnel', 'Home and outpatient care', 'Medicare', 'Rural conditions and development']"
118hr2947ih,['Judiciary Committee'],118.0,House Joint Resolution,2947.0,Introduced (House),"To deter the trafficking of illicit fentanyl, provide justice for victims, and for other purposes.",15852.0,Law,"['Civil actions and liability', 'Diplomacy, foreign officials, Americans abroad', 'Drug trafficking and controlled substances', 'Judicial procedure and administration', 'Sovereignty, recognition, national governance and status']"
118hr3832ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3832.0,Introduced (House),To establish a program at BARDA for developing medical countermeasures for viral threats with pandemic potential.,1246.0,Health,"['Advanced technology and technological innovations', 'Infectious and parasitic diseases', 'Medical research', 'Research administration and funding', 'Research and development']"
118hr3547ih,['Homeland Security Committee'],118.0,House Joint Resolution,3547.0,Introduced (House),"To require the Department of Homeland Security to develop and disseminate a threat assessment regarding the use of cyber harassment, including doxing, by terrorists and foreign malicious actors, and for other purposes.",5756.0,Emergency Management,"['Assault and harassment offenses', 'Computer security and identity theft', 'Congressional oversight', 'Crime prevention', 'Government information and archives', 'Government studies and investigations', 'Right of privacy', 'Technology assessment', 'Terrorism']"
118hr3287ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3287.0,Introduced (House),"To amend the Communications Act of 1934 to preserve cable franchising authority, and for other purposes.",3999.0,"Science, Technology, Communications","['Broadcasting, cable, digital technologies', 'Government information and archives', 'Infrastructure development', 'State and local government operations', 'Television and film']"
118hr2920ih,['Education and the Workforce Committee'],118.0,House Joint Resolution,2920.0,Introduced (House),"To amend the Child Abuse Protection and Treatment Act to incentivize States to eliminate civil and criminal statutes of limitations and revive time-barred civil claims for child abuse cases, and for other purposes.",4981.0,Families,"['Assault and harassment offenses', 'Civil actions and liability', 'Crime victims', 'Crimes against children', 'Criminal investigation, prosecution, interrogation', 'Domestic violence and child abuse', 'Human trafficking', 'Smuggling and trafficking', 'State and local government operations']"
118hr531ih,"['Education and the Workforce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,531.0,Introduced (House),To amend the Internal Revenue Code of 1986 to allow a credit against tax for charitable donations to nonprofit organizations providing education scholarships to qualified elementary and secondary students.,29535.0,Taxation,"['Charitable contributions', 'Elementary and secondary education', 'Income tax credits', 'Student aid and college costs', 'Tax-exempt organizations']"
118hr1496rh,"['Science, Space, and Technology Committee']",118.0,House Joint Resolution,1496.0,Reported in (House),"To upgrade the communications service used by the National Weather Service, and for other purposes.",2638.0,"Science, Technology, Communications",['Atmospheric science and weather']
118hr757ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Joint Resolution,757.0,Introduced (House),"To amend the Controlled Substances Act to prohibit manufacturing or distributing candy-flavored controlled substances for minors, and for other purposes.",4938.0,Crime and Law Enforcement,"['Child health', 'Child safety and welfare', 'Criminal procedure and sentencing', 'Drug trafficking and controlled substances', 'U.S. Sentencing Commission']"
118hr3998ih,['Transportation and Infrastructure Committee'],118.0,House Joint Resolution,3998.0,Introduced (House),"To establish a program to monitor and gather data on incidents of illegal passing of stopped school buses, develop a national public safety messaging campaign, training materials, and model legislation to reduce such incidents, and for other purposes.",6520.0,Transportation and Public Works,"['Congressional oversight', 'Educational facilities and institutions', 'Law enforcement administration and funding', 'Motor vehicles', 'School administration', 'Transportation safety and security']"
118hr2627rh,['Financial Services Committee'],118.0,House Joint Resolution,2627.0,Reported in (House),"To amend the Investment Company Act of 1940 to prohibit limitations on closed-end companies investing in private funds, and for other purposes.",4275.0,Finance and Financial Sector,"['Banking and financial institutions regulation', 'Financial services and investments', 'Securities']"
118hr121ih,"['Transportation and Infrastructure Committee', 'Rules Committee', 'Foreign Affairs Committee']",118.0,House Joint Resolution,121.0,Introduced (House),"To amend the National Emergencies Act to provide that a national emergency declared by the President terminates 30 days after the declaration unless a joint resolution affirming such declaration is enacted into law, and for other purposes.",3620.0,Emergency Management,"['Congressional oversight', 'Presidents and presidential powers, Vice Presidents', 'War and emergency powers']"
118hr6285eh,"['Energy and Natural Resources Committee', 'Natural Resources Committee']",118.0,House Joint Resolution,6285.0,Engrossed (House),"To ratify and approve all authorizations, permits, verifications, extensions, biological opinions, incidental take statements, and any other approvals or orders issued pursuant to Federal law necessary for the establishment and administration of the Coastal Plain oil and gas leasing program, and for other purposes.",11237.0,Energy,"['Alaska', 'Congressional oversight', 'Judicial review and appeals', 'Licensing and registrations', 'Marine and coastal resources, fisheries', 'Mining', 'Oil and gas']"
118hr2018ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,2018.0,Introduced (House),"To provide for a limitation on availability of funds for Department of Health and Human Services, Office of the Secretary, Office of the National Coordinator for Health Information Technology for fiscal year 2024.",496.0,Health,"['Computers and information technology', 'Department of Health and Human Services', 'Executive agency funding and structure', 'Health technology, devices, supplies']"
118hr2426rh,['Ways and Means Committee'],118.0,House Joint Resolution,2426.0,Reported in (House),"To amend part E of title IV of the Social Security Act to require the Secretary of Health and Human Services to identify obstacles to identifying and responding to reports of children missing from foster care and other vulnerable foster youth, to provide technical assistance relating to the removal of such obstacles, and for other purposes.",7243.0,Families,"['Adoption and foster care', 'Child safety and welfare', 'Congressional oversight', 'Human trafficking', 'Missing persons', 'Sex offenses', 'Smuggling and trafficking']"
118hr162ih,['Oversight and Accountability Committee'],118.0,House Joint Resolution,162.0,Introduced (House),"To amend title 5, United States Code, to establish a National Digital Reserve Corps to help address the digital and cybersecurity needs of Executive agencies, and for other purposes.",20218.0,Government Operations and Politics,"['Administrative law and regulatory procedures', 'Computer security and identity theft', 'Congressional oversight', 'Department of Labor', 'Employment and training programs', 'Executive agency funding and structure', 'Federal officials', 'General Services Administration', 'Government employee pay, benefits, personnel management', 'Student aid and college costs']"
118hr2792rfs,"['Banking, Housing, and Urban Affairs Committee', 'Financial Services Committee']",118.0,House Joint Resolution,2792.0,Referred in (Senate),"To require the Securities and Exchange Commission to carry out a study and rulemaking on the definition of the term small entity for purposes of the securities laws, and for other purposes.",2590.0,Finance and Financial Sector,"['Administrative law and regulatory procedures', 'Congressional oversight', 'Government studies and investigations', 'Securities and Exchange Commission (SEC)', 'Small business']"
118hr3887ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3887.0,Introduced (House),"To amend title III of the Public Health Service Act to reauthorize the program of payments to children’s hospitals that operate graduate medical education programs, and for other purposes.",4447.0,Health,"['Child health', 'Health programs administration and funding', 'Higher education', 'Hospital care', 'Medical education', 'Sex, gender, sexual orientation discrimination']"
118hr451ih,['Judiciary Committee'],118.0,House Joint Resolution,451.0,Introduced (House),"To amend title 18, United States Code, to criminalize abuse with respect to assisted reproductive technology, and for other purposes.",6037.0,Crime and Law Enforcement,"['Fraud offenses and financial crimes', 'Genetics', 'Sex and reproductive health']"
118hr3614ih,"['Natural Resources Committee', 'Transportation and Infrastructure Committee', 'Education and the Workforce Committee']",118.0,House Joint Resolution,3614.0,Introduced (House),"To direct the Comptroller General of the United States to submit to Congress a report on offshore wind development vessels, and for other purposes.",3308.0,Energy,"['Alternative and renewable resources', 'Congressional oversight', 'Electric power generation and transmission', 'Employment and training programs', 'Government studies and investigations', 'Infrastructure development', 'Manufacturing']"
118hr6090eh,['Judiciary Committee'],118.0,House Joint Resolution,6090.0,Engrossed (House),"To provide for the consideration of a definition of antisemitism set forth by the International Holocaust Remembrance Alliance for the enforcement of Federal antidiscrimination laws concerning education programs or activities, and for other purposes.",4462.0,"Civil Rights and Liberties, Minority Issues","['First Amendment rights', 'Higher education', 'Religion']"
118hr1680ih,['Foreign Affairs Committee'],118.0,House Joint Resolution,1680.0,Introduced (House),"To provide for security in the Black Sea region, and for other purposes.",12971.0,International Affairs,"['Alliances', 'Bulgaria', 'Collective security', 'Congressional oversight', 'Diplomacy, foreign officials, Americans abroad', 'Europe', 'Georgia', 'Government ethics and transparency, public corruption', 'Intelligence activities, surveillance, classified information', 'Moldova', 'Political movements and philosophies', 'Romania', 'Rule of law and government transparency', 'Russia', 'Turkey', 'Ukraine']"
118hr3909ih,['Transportation and Infrastructure Committee'],118.0,House Joint Resolution,3909.0,Introduced (House),"To amend title 49, United States Code, to restrict an air carrier from operating certain aircraft in all-cargo air transportation without meeting certain requirements for intrusion resistance, and for other purposes.",2846.0,Transportation and Public Works,"['Aviation and airports', 'Transportation safety and security']"
118hr2379enr,"['Homeland Security and Governmental Affairs Committee', 'Oversight and Accountability Committee']",118.0,House Joint Resolution,2379.0,Enrolled,"To designate the facility of the United States Postal Service located at 616 East Main Street in St. Charles, Illinois, as the Veterans of the Vietnam War Memorial Post Office.",511.0,Government Operations and Politics,"['Congressional tributes', 'Government buildings, facilities, and property', 'Illinois', 'Postal service', 'Veterans']"
118hr334ih,"['Rules Committee', 'Financial Services Committee', 'Judiciary Committee']",118.0,House Joint Resolution,334.0,Introduced (House),To amend the Immigration and Nationality Act to add membership in a significant transnational criminal organization to the list of grounds of inadmissibility and to prohibit the provision of material support or resources to such organizations.,24891.0,Immigration,"['Bank accounts, deposits, capital', 'Civil actions and liability', 'Congressional oversight', 'Criminal investigation, prosecution, interrogation', 'Criminal justice information and records', 'Evidence and witnesses', 'Foreign property', 'Government information and archives', 'Immigration status and procedures', 'Judicial procedure and administration', 'Judicial review and appeals', 'Organized crime', 'Violent crime']"
118hr1941ih,"['Education and the Workforce Committee', 'Judiciary Committee']",118.0,House Joint Resolution,1941.0,Introduced (House),"To provide for a limitation on availability of funds for Department of Labor, Administrative Expenses, Energy Employees Occupational Illness Compensation Fund for fiscal year 2024.",430.0,Labor and Employment,"['Department of Labor', 'Executive agency funding and structure', 'Government trust funds', 'Nuclear weapons', 'Worker safety and health']"
118hr1616ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,1616.0,Introduced (House),"To address research on, and improve access to, supportive services for individuals with Long COVID.",22306.0,Health,"['Cardiovascular and respiratory health', 'Congressional oversight', 'Disability and paralysis', 'Disability assistance', 'Elementary and secondary education', 'Employment discrimination and employee rights', 'Government information and archives', 'Government studies and investigations', 'Health care coverage and access', 'Health information and medical records', 'Health promotion and preventive care', 'Infectious and parasitic diseases', 'Lawyers and legal services', 'Medical education', 'Medical research', 'Medical tests and diagnostic methods', 'Poverty and welfare assistance', 'Research administration and funding']"
118hr4056ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,4056.0,Introduced (House),To amend title XIX of the Social Security Act to ensure that medical assistance is available to children in foster care who are placed in a qualified residential treatment program under the Medicaid program.,1142.0,Health,"['Adoption and foster care', 'Child health', 'Hospital care', 'Medicaid']"
118hr258ih,"['Natural Resources Committee', 'Oversight and Accountability Committee', 'Foreign Affairs Committee']",118.0,House Joint Resolution,258.0,Introduced (House),"To improve the collection and publication of statistics relating to Puerto Rico, and for other purposes.",2716.0,Government Operations and Politics,"['Census and government statistics', 'Congressional oversight', 'Economic performance and conditions', 'Government information and archives', 'Puerto Rico', 'U.S. territories and protectorates']"
118hr3420ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3420.0,Introduced (House),"To protect the privacy of personal reproductive or sexual health information, and for other purposes.",17219.0,Commerce,"['Civil actions and liability', 'Consumer affairs', 'Health information and medical records', 'Right of privacy', 'Sex and reproductive health', 'State and local government operations', 'Surgery and anesthesia', 'Women']"
118hr6281ih,"['Homeland Security Committee', 'Judiciary Committee']",118.0,House Joint Resolution,6281.0,Introduced (House),"To amend title 18, United States Code, to increase the punishment for certain offenses involving children, and for other purposes.",4742.0,Crime and Law Enforcement,"['Border security and unlawful immigration', 'Congressional oversight', 'Crimes against children', 'Criminal justice information and records', 'Criminal procedure and sentencing', 'Human trafficking', 'Smuggling and trafficking']"
118hr3399rfs,"['Environment and Public Works Committee', 'Transportation and Infrastructure Committee']",118.0,House Joint Resolution,3399.0,Referred in (Senate),"To study the security of the Soo Locks and effects on the supply chain resulting from a malfunction or failure of the Soo Locks, and for other purposes.",1666.0,Transportation and Public Works,"['Congressional oversight', 'Government studies and investigations', 'Marine and inland water transportation', 'Michigan', 'Navigation, waterways, harbors', 'Transportation safety and security']"
118hr3559rh,"['Transportation and Infrastructure Committee', 'Science, Space, and Technology Committee']",118.0,House Joint Resolution,3559.0,Reported in (House),"To provide for Federal Aviation Administration research and development, and for other purposes.",25974.0,Transportation and Public Works,"['Alternative and renewable resources', 'Atmospheric science and weather', 'Aviation and airports', 'Climate change and greenhouse gases', 'Computer security and identity theft', 'Computers and information technology', 'Electric power generation and transmission', 'Employment and training programs', 'Manufacturing', 'Research and development', 'Spacecraft and satellites', 'Transportation safety and security']"
118hr568ih,"['Energy and Commerce Committee', 'Judiciary Committee']",118.0,House Joint Resolution,568.0,Introduced (House),"To amend the Controlled Substances Act with respect to fentanyl-related substances, and for other purposes.",31074.0,Crime and Law Enforcement,"['Administrative law and regulatory procedures', 'Congressional oversight', 'Criminal procedure and sentencing', 'Department of Justice', 'Drug trafficking and controlled substances', 'Government studies and investigations', 'International law and treaties', 'Licensing and registrations', 'Manufacturing', 'Research administration and funding']"
118hr124ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,124.0,Introduced (House),To amend title XIX of the Social Security Act to provide incentives for education on the risk of renal medullary carcinoma in individuals who are receiving medical assistance under such title and who have sickle cell disease.,592.0,Health,"['Cancer', 'Digestive and metabolic diseases', 'Health promotion and preventive care', 'Medicaid']"
118hr468ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,468.0,Introduced (House),"To amend title XI of the Social Security Act to extend beyond the COVID–19 emergency period, with certain modifications, the Emergency Declaration Blanket Waiver relating to training and certification of nurse aides to alleviate burdens imposed on staff of skilled nursing facilities and nursing facilities.",2468.0,Health,"['Cardiovascular and respiratory health', 'Congressional oversight', 'Emergency medical services and trauma care', 'Government studies and investigations', 'Health personnel', 'Infectious and parasitic diseases', 'Long-term, rehabilitative, and terminal care', 'Medicaid', 'Medicare', 'Nursing']"
118hr239ih,['Committee on House Administration'],118.0,House Joint Resolution,239.0,Introduced (House),To amend the Help America Vote Act of 2002 to require States to provide for same day registration.,3668.0,Government Operations and Politics,"['Congressional elections', 'Elections, voting, political campaign regulation', 'State and local government operations', 'Voting rights']"
118hr4236ih,['Agriculture Committee'],118.0,House Joint Resolution,4236.0,Introduced (House),"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to modify the areas of focus for centers of excellence at 1890 Institutions, and for other purposes.",1939.0,Agriculture and Food,"['Agricultural education', 'Climate change and greenhouse gases', 'Food supply, safety, and labeling', 'Forests, forestry, trees', 'Higher education', 'Land use and conservation', 'Minority education']"
118hr731ih,"['Energy and Commerce Committee', 'Education and the Workforce Committee']",118.0,House Joint Resolution,731.0,Introduced (House),"To prohibit certain noncompete agreements, and for other purposes.",17675.0,Labor and Employment,"['Administrative law and regulatory procedures', 'Civil actions and liability', 'Competition and antitrust', 'Congressional oversight', 'Contracts and agency', 'Department of Labor', 'Employment discrimination and employee rights', 'Federal Trade Commission (FTC)', 'State and local government operations', 'Trade secrets and economic espionage']"
118hr3876ih,"['Energy and Commerce Committee', 'Ways and Means Committee']",118.0,House Joint Resolution,3876.0,Introduced (House),"To amend title XVIII of the Social Security Act to provide for expanded coverage of services furnished by genetic counselors under part B of the Medicare program, and for other purposes.",4277.0,Health,"['Genetics', 'Health care coverage and access', 'Health programs administration and funding', 'Medical tests and diagnostic methods', 'Medicare']"
118hr3701ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3701.0,Introduced (House),To amend title XIX of the Social Security Act to strengthen coverage under the Medicaid program for certain foster youth individuals.,7069.0,Health,"['Adoption and foster care', 'Child health', 'Dental care', 'Health care costs and insurance', 'Health promotion and preventive care', 'Inflation and prices', 'Medicaid']"
118hr8034ih,"['Budget Committee', 'Appropriations Committee']",118.0,House Joint Resolution,8034.0,Introduced (House),"Making emergency supplemental appropriations to respond to the situation in Israel and for related expenses for the fiscal year ending September 30, 2024, and for other purposes.",14145.0,Economics and Public Finance,"['Appropriations', 'Arab-Israeli relations', 'Congressional oversight', 'Defense spending', 'Department of Defense', 'Department of Homeland Security', 'Department of State', 'Diplomacy, foreign officials, Americans abroad', 'Drug trafficking and controlled substances', 'Executive agency funding and structure', 'Federal Emergency Management Agency (FEMA)', 'Foreign aid and international relief', 'Gaza Strip', 'Government buildings, facilities, and property', 'Government information and archives', 'Israel', 'Law enforcement administration and funding', 'Middle East', 'Military assistance, sales, and agreements', 'Military education and training', 'Military procurement, research, weapons development', 'Presidents and presidential powers, Vice Presidents', 'Public contracts and procurement', 'Refugees, asylum, displaced persons', 'Terrorism', 'U.S. Agency for International Development (USAID)', 'West Bank']"
118hr5390ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,5390.0,Introduced (House),"To direct the Secretary of Commerce to conduct a study on the feasibility of manufacturing in the United States products for critical infrastructure sectors, and for other purposes.",1956.0,Commerce,"['Government studies and investigations', 'Industrial policy and productivity', 'Infrastructure development', 'Rural conditions and development']"
118hr79ih,['Foreign Affairs Committee'],118.0,House Joint Resolution,79.0,Introduced (House),"To direct the President to withdraw the United States from the Constitution of the World Health Organization, and for other purposes.",839.0,International Affairs,"['Diplomacy, foreign officials, Americans abroad', 'Foreign aid and international relief', 'International law and treaties', 'International organizations and cooperation', 'Presidents and presidential powers, Vice Presidents', 'World health']"
118hr1242ih,"['Intelligence (Permanent Select) Committee', 'Agriculture Committee', 'Natural Resources Committee', 'Transportation and Infrastructure Committee', 'Armed Services Committee']",118.0,House Joint Resolution,1242.0,Introduced (House),"To make improvements to the role of the Department of Defense in responding to domestic emergencies, including wildfires.",6414.0,Armed Forces and National Security,"['Aviation and airports', 'Fires', 'First responders and emergency personnel', 'Forests, forestry, trees', 'Military assistance, sales, and agreements', 'State and local finance']"
118hr3805ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,3805.0,Introduced (House),"To amend title XIX of the Social Security Act to establish a demonstration project testing Whole Child Health Models, and for other purposes.",16615.0,Health,"['Child health', 'Congressional oversight', 'Drug, alcohol, tobacco use', 'Government information and archives', 'Government studies and investigations', 'Health care coverage and access', 'Health information and medical records', 'Health programs administration and funding', 'Intergovernmental relations', 'Mental health', 'Poverty and welfare assistance']"
118hr1390ih,['Oversight and Accountability Committee'],118.0,House Joint Resolution,1390.0,Introduced (House),"To amend title 31, United States Code, to require the Chief Operating Officer of each agency to compile a list of unnecessary programs, and for other purposes.",6140.0,Government Operations and Politics,"['Budget process', 'Congressional oversight', 'Executive agency funding and structure', 'Government information and archives']"
118hr5762ih,['Energy and Commerce Committee'],118.0,House Joint Resolution,5762.0,Introduced (House),"To direct the Secretary of Health and Human Services to research and design a graphic symbol to indicate when linguistic access materials and services are available for a health program, product, or service, and for other purposes.",6981.0,Health,"['Foreign language and bilingual programs', 'Government information and archives', 'Health information and medical records', 'Research administration and funding']"
118hr454ih,['Judiciary Committee'],118.0,House Joint Resolution,454.0,Introduced (House),"To protect children against sexual abuse and exploitation, and for other purposes.",4879.0,Crime and Law Enforcement,"['Crimes against children', 'Criminal procedure and sentencing', 'Domestic violence and child abuse', 'Social work, volunteer service, charitable organizations']"
118hr5340rh,['Education and the Workforce Committee'],118.0,House Joint Resolution,5340.0,Reported in (House),"To amend the Employee Retirement Income Security Act of 1974 to ensure that pension plans provide notice to participants and beneficiaries on risks associated with certain investments, and for other purposes.",3362.0,Labor and Employment,"['Employee benefits and pensions', 'Financial services and investments', 'Securities']"
118hr1086ih,"['Energy and Commerce Committee', 'Science, Space, and Technology Committee']",118.0,House Joint Resolution,1086.0,Introduced (House),"To require the Secretary of Energy to establish a Nuclear Fuel Security Program, expand the American Assured Fuel Supply Program, and for other purposes.",20058.0,Energy,"['Advanced technology and technological innovations', 'Electric power generation and transmission', 'Employment and training programs', 'Energy research', 'Energy storage, supplies, demand', 'Higher education', 'Infrastructure development', 'Licensing and registrations', 'Lighting, heating, cooling', 'Nuclear power', 'Research administration and funding']"
